predicciones_lr,predicciones_lasso
2114.720981897066,1592.5090118981698
3038.0596685605533,2832.56726449691
3671.461114328148,3843.6380211604746
1900.0308619668517,1434.5963805495703
3528.9104241099863,3466.9465784975982
1923.156468013237,1857.5604274555167
2172.5182659023308,1992.8082389953333
994.5489677418678,1669.365312095579
1367.156468013237,1173.2718938548805
3805.156468013237,3657.2904576198853
2905.522657100651,2882.1398584417648
3369.156468013237,3571.9515390837405
2168.5182659023308,1787.6875200155891
1621.156468013237,1704.9650614399727
1929.156468013237,1725.7455159004953
2843.851911839706,2794.6908294121067
2865.156468013237,3078.3435102604863
2990.0265928569265,3056.3288818253513
3119.156468013237,3349.0824817698667
-574.8435319867631,-230.21844962116836
1945.156468013237,2017.269603579075
1065.156468013237,917.2548116501706
615.1564680132369,585.3295930079564
1065.156468013237,1071.4345162886084
3509.156468013237,3373.262171251301
4093.156468013237,4068.5190392043914
-216.39542261231895,-835.0976724294146
1473.156468013237,1712.8038740868344
1919.1570775913262,1854.5616496967325
1025.156468013237,1035.5377131087923
1437.156468013237,1675.874949569384
3343.156468013237,3420.9673499398377
2814.0265928569265,3061.3392937179015
2965.156468013237,2764.8827538769956
1127.780465681009,646.7195555128724
2789.156468013237,2734.1204554964843
3225.156468013237,3601.858090978597
1857.156468013237,1807.7819518023773
2281.224249475723,3098.5498933376603
2289.156468013237,2288.7523702837257
4232.026592856926,4839.849432294508
2469.156468013237,2301.771645231336
1697.156468013237,1646.5732235012888
2741.156468013237,2963.059059964372
925.0688352981139,886.1077000989287
-94.84353198676308,-44.520042020189294
1307.780465681009,664.7102624879212
3446.350030152549,3330.160234915138
2879.156468013237,2817.790424639452
3449.156468013237,3636.3402793474406
1583.604577387681,929.2486163002031
2697.030088881727,2830.466688250196
2949.132477671722,2746.715610811976
1545.156468013237,1889.4046678628213
3047.6045773876813,2204.3999421800463
1561.156468013237,1404.3532029996204
581.1564680132369,815.9371468690201
-1685.2013047861801,557.3960219780304
1819.156468013237,1753.7570466606467
1795.156468013237,1628.451772579431
1873.4611143281484,1674.37572398813
3224.2901296108134,2594.0284807147364
2525.156468013237,2487.9154933998425
3873.156468013237,3722.626708450938
633.1564680132369,638.743021282869
265.1564680132369,278.8839050144527
3565.156468013237,3785.7978982356917
4125.156468013237,3966.688639274452
1761.156468013237,1585.5256191406881
3949.522657100651,4065.0468327582075
1613.156468013237,1956.7528794239172
2489.156468013237,2372.11830795494
3233.156468013237,3285.4375367014363
1924.5182659023308,1684.4886384512045
3563.6045773876813,2820.7885492056857
957.1564680132369,1387.8617216058256
-894.8435319867631,-980.8403896342859
1697.156468013237,1781.1775559455077
-158.84353198676308,-231.17662533748444
837.1564680132369,1294.991709407205
2753.156468013237,2710.949286220686
1983.8849962385368,2041.8620387059016
1377.156468013237,1504.6843773483056
2901.156468013237,2860.715924885644
4135.6339131091645,3917.116045329597
1781.156468013237,1997.2669358739831
1308.5182659023308,1007.5585111736968
2157.156468013237,2023.2665059040912
2405.522657100651,2370.580102508573
1397.156468013237,1514.8362716764932
1693.156468013237,1770.6829768767293
3057.156468013237,3144.9479266263115
1743.156468013237,1685.3833648019731
1973.156468013237,1932.4434201917193
773.1564680132369,847.3429243451304
3067.2672216685405,2990.7225910827046
-206.84353198676308,-155.26783570742816
2621.156468013237,2576.2138832333826
3233.156468013237,2922.5799692705123
1037.156468013237,995.7414079719186
2713.156468013237,2911.0988997692684
1241.156468013237,1469.7284336957857
157.15646801323692,633.6653148090563
3037.156468013237,3124.8726140922217
2675.156468013237,2601.701044710978
865.1564680132369,949.7250392889714
2817.156468013237,2740.421389293255
1965.156468013237,1788.199928568102
17.156468013236918,-105.35861610747963
3453.156468013237,3397.419830959563
747.2242494757227,781.0201830816126
1889.156468013237,1737.7323429141957
4003.156468013237,4245.436473838892
1821.156468013237,1645.9294178094146
1963.030088881727,2132.3229938287077
1237.156468013237,1080.988235830091
2169.156468013237,1891.4515943490703
2438.9730718652354,2248.6488851100717
3549.156468013237,3695.1672193009636
3481.156468013237,3757.108896819782
1261.156468013237,1354.1402785241935
3617.156468013237,3809.0300771497723
1255.3440168272934,1106.7337366362788
1515.156468013237,1331.4821709934608
2721.156468013237,2577.200373665848
865.1564680132369,1195.1342903421958
1976.836284579979,1922.2854667780346
2919.156468013237,2694.5360911533926
4697.156468013237,4769.463789705793
-814.8435319867631,-343.01718390356245
1697.5405315971639,1533.9410644657905
3063.1570775913265,3189.6040390965136
3073.6045773876813,2424.039814881207
1769.156468013237,1886.9539176053079
3080.5182659023308,2840.409552305073
765.1564680132369,868.5411127559978
1617.156468013237,1560.0780907207575
2865.156468013237,2661.0793730821265
2027.2256377234994,1832.8836469166913
2809.156468013237,2645.574055524521
3941.156468013237,3738.092719547155
3839.156468013237,4282.404378221455
2155.156468013237,2097.5984368189443
935.604577387681,698.0150752076438
-175.48173409766923,119.14608757846963
2877.156468013237,2855.705512993093
1973.156468013237,1990.3225229816142
2541.156468013237,2739.90832754819
1725.156468013237,1594.9947279118892
1900.0265928569265,2379.857131098406
1721.156468013237,1416.8597427984419
3505.461114328148,3533.654459528121
1709.156468013237,1693.5229718038415
2618.0393247387174,2412.8170847085557
1837.156468013237,1844.067070627954
961.030088881727,1119.0347213230916
2349.156468013237,2179.9389041925806
4149.310053166667,4199.55117569903
1017.1564680132369,1024.5237478511685
1605.156468013237,1472.7658647234066
437.1564680132369,674.6531265427983
3863.7575162578905,3943.5503907782695
1629.156468013237,1638.9070451868206
3997.156468013237,3957.863336195125
1631.156468013237,1572.0718953707901
2742.946310582471,2555.5613507509192
-1466.969911118273,-898.5282369767983
-1166.843531986763,-1086.5777714289734
833.1564680132369,913.2698700551972
3283.1570775913265,3045.3605474728956
3081.156468013237,3150.8332042572174
-466.8435319867631,-414.3220223434828
1913.156468013237,2367.507705724747
3257.156468013237,3457.101864206191
1367.156468013237,1317.5543653436102
3375.6045773876813,2902.8589766677287
3773.461114328148,3826.126384370329
3549.156468013237,3551.9488713786495
1945.156468013237,1804.1007150828827
3557.156468013237,3537.165645839418
2641.156468013237,2719.944639708211
3685.156468013237,3889.871318942155
1353.156468013237,1333.9675604109038
2383.156468013237,2313.726796612532
4731.604577387681,3948.7758920296274
2585.156468013237,2786.8580758507424
1608.1327356965792,1427.1782123735252
665.1564680132369,1022.4444925398639
3167.461114328148,3354.5666489460946
2169.156468013237,1887.5056326192093
3729.156468013237,3946.4549115228792
2861.156468013237,2948.2368545600284
2486.388228074014,2441.815105901172
1861.156468013237,2248.351239320091
1029.156468013237,1338.8650468170242
1491.94247827666,1446.0774500508142
3361.156468013237,3556.9592832711996
1021.1564680132369,736.0823955091029
3207.461114328148,3087.339190344286
-302.8435319867631,179.03715109840755
1981.156468013237,1811.1620675705894
3109.156468013237,3211.3486276200547
2737.156468013237,3358.3088953038714
3455.156468013237,3271.9838129315385
3877.156468013237,3857.9138264521443
-774.8435319867631,-739.7379301081678
2283.310053166667,1748.2725528881433
2877.156468013237,2823.918070911278
2261.156468013237,2467.4390704110738
-126.84353198676308,-115.34046002746948
4041.156468013237,3721.127482869684
2221.156468013237,2427.985450014792
1817.156468013237,1694.8454959368414
1561.156468013237,1803.6269597992064
713.1564680132369,658.200951610392
737.1564680132369,724.6403058729718
1557.156468013237,2070.3473247497286
4545.157077591326,4702.628313293485
4811.156468013237,5025.006790030549
2785.156468013237,2621.1906506710047
1909.2242494757227,2338.9432649859823
1189.156468013237,1193.7413392073158
3109.156468013237,2799.799391068128
1175.1570775913262,1334.5192754248053
3005.156468013237,2856.7309832906703
1907.1570775913262,1560.116743989594
1789.156468013237,1818.6192156117472
1837.156468013237,1831.080124505399
2790.0265928569265,3030.3682916603557
1683.1570775913265,1827.575589234159
3851.6045773876813,3351.4565730894756
2228.5182659023308,2052.1865673664824
3369.522657100651,3507.5627988200404
2573.156468013237,2555.9075106528117
1053.156468013237,940.72303476139
1561.156468013237,1517.2830078250997
-602.5388856718516,-433.7729750346732
4658.720981897066,4080.1311792487195
4957.156468013237,5162.2668888966855
2541.156468013237,2345.1715539537554
1125.156468013237,1451.6637810994187
4053.156468013237,3871.367876818317
3666.0265928569265,4123.057006091186
1153.156468013237,1016.0477805524893
1803.6383420543161,1754.015385989239
677.522657100651,829.936261209039
3039.156468013237,3686.492194184584
2399.030088881727,2387.071910498644
1587.156468013237,1420.8060311245786
2789.156468013237,3434.9341354548005
593.1564680132369,602.8005871978837
2629.156468013237,2713.6830123728287
3417.2672216685405,3177.81926471979
2257.156468013237,2472.8842577221894
1101.156468013237,1083.1312671032188
3489.156468013237,3412.7161182438585
3254.2988277250465,3053.154321169148
3077.156468013237,3004.5777519035573
3641.7242893429398,3637.150660286211
3905.1570775913265,3905.541045410456
2523.310053166667,2346.1187379248313
1322.0265928569265,1795.7881471523447
2598.304742512485,2970.813853795511
551.2242494757227,1368.9624839285366
2850.2723943763417,2657.9044858296475
1541.156468013237,1493.2036344433382
1645.156468013237,1583.513985006921
2783.156468013237,3007.6878277601763
-518.8435319867631,-182.87290576516455
-55.48173409766923,119.10710771335721
1371.604577387681,917.2548116501706
1665.4611143281481,2083.5573790863864
2365.156468013237,2230.360532345042
2825.156468013237,2817.316342759501
808.5182659023308,530.9157190279132
3699.156468013237,3805.2488509268824
2985.156468013237,3089.0418047013472
1509.156468013237,1532.1441930945557
3379.780465681009,3078.3435102604863
3537.156468013237,3727.1633650598123
891.1570775913262,706.0978838840213
3277.156468013237,3086.313393450432
2477.156468013237,2481.4448357911497
3946.3726403482274,4023.4441220032986
1169.156468013237,1391.4118877822352
2441.156468013237,2512.337878118471
3301.156468013237,3390.509083031079
2949.2672216685405,2830.7703931256747
-1458.1533888577424,796.3100846841345
2089.156468013237,1945.8974705578933
2079.785980145175,1994.0923752177796
3009.156468013237,3242.7933849612773
2343.156468013237,2276.2851369462924
3403.2672216685405,3318.624214861109
3155.156468013237,3244.766365826208
2593.156468013237,2393.5815479724492
2371.6045773876813,1895.6455662173537
2053.156468013237,2053.6857929477364
4119.156468013237,4752.537532893434
2214.757361471151,2030.5865243166663
1800.5182659023308,1469.7284336957857
809.1564680132369,810.9267349764689
567.1570775913264,963.0661641687147
425.1564680132369,893.2322365939001
1885.156468013237,1847.0655217904618
3476.5182659023308,3234.503173400186
3741.156468013237,3543.9793147849778
2847.4638163230957,2406.859162248652
552.5182659023308,699.514300788898
1415.8849962385368,1617.101447024996
989.1564680132369,995.7414079719186
1883.156468013237,1975.5339825411563
71.15707759132636,20.342453527187217
913.1564680132369,1234.0751755896893
-518.8435319867631,-180.38718975144513
1817.156468013237,1898.986702120453
2942.40775785808,2583.5728815110697
2147.224249475723,2834.964364993958
2465.8659701528004,2290.549241654961
961.3100531666669,525.4775093531312
2861.461114328148,3042.91381132429
1397.4611143281481,1600.1751902126377
1511.3100531666669,976.1204048725307
2337.156468013237,2210.396844505063
1937.156468013237,1762.7520735518954
1417.156468013237,1422.8176652583456
1217.156468013237,1312.6746973978682
1424.5182659023308,1190.2371305323516
-694.5388856718516,-109.48881201393999
2320.471332676575,2294.5341832499344
1678.0265928569265,2100.628890210233
1153.030088881727,1427.7890972857842
3702.720981897066,3115.2337815090996
641.2242494757227,786.0309215704397
2046.8525911786578,2424.337134074912
3595.156468013237,4253.919092177627
3587.6045773876813,2855.705512993093
1465.156468013237,1682.897322191978
2253.156468013237,2333.6901578562356
1482.0265928569265,2074.6749510852933
2697.156468013237,2645.7441059327184
1105.156468013237,1082.9612166950212
1261.156468013237,1127.8923532274744
2349.156468013237,2589.436873553076
4305.156468013237,3975.6839927619767
1359.156468013237,1731.7813980906246
2865.156468013237,2706.9643446257132
2891.1570775913265,2791.5258030027026
3925.156468013237,3732.64753223604
866.3461398956726,835.2119900665152
-2.8435319867630824,32.84899332600867
4065.156468013237,4158.6373095866065
3861.156468013237,4074.2848814829267
3064.5182659023308,2850.9041313738517
2989.156468013237,2840.7912169107776
3305.036138644769,3691.992332048485
3749.156468013237,3572.8990496510933
1002.3221855093193,780.3313384391284
1737.156468013237,1648.927868971923
2769.156468013237,2600.201492533448
2024.5182659023308,1701.8355397343796
2573.030088881727,2583.2362558559767
3211.156468013237,3446.9279401048334
645.1564680132369,679.1508032865605
3833.156468013237,3617.363408536202
4119.992242881048,3746.4382082573075
2039.156468013237,1870.0279873892257
-1342.843531986763,-982.4069097968015
2043.3100531666669,1719.7872668443158
2601.198235118103,1835.3693629304105
631.1564680132369,473.08257373946356
1739.8849962385368,1940.031638775962
2794.7197983315878,2762.733336922095
1741.156468013237,1835.7545026974158
5233.156468013237,5430.316429020265
2261.156468013237,1957.8912752079261
1801.156468013237,1803.1075736103608
2611.156468013237,2434.4564342197605
2777.156468013237,3001.92198548164
1997.156468013237,1950.8689025853316
2933.218512440755,2885.0011799756903
3081.156468013237,3280.4661046739975
-1274.843531986763,-927.9610335879784
5171.156468013237,5380.84198483888
1589.156468013237,1305.5212542321892
1763.8849962385368,1946.3712258415696
2389.156468013237,2321.353668465612
733.1564680132369,625.7627262003712
1705.156468013237,1665.419350365718
3629.156468013237,3839.4493641934178
481.1564680132369,707.5971094652755
3647.6045773876813,2756.438788807098
2241.156468013237,2451.499304031181
3473.156468013237,3419.6991844050644
2013.156468013237,1848.0520122229273
1261.156468013237,1790.3039799761173
1597.522657100651,1758.208765902964
2777.6045773876813,2430.279085847143
3017.461114328148,3071.8338727866803
889.1564680132369,646.7585353779849
3449.156468013237,3436.1906657988593
2879.884996238537,3438.8800971846613
3145.156468013237,3003.4601909280073
3549.156468013237,3478.0913489400227
2621.156468013237,2611.208806751016
3621.156468013237,3293.4463997564953
262.54896774186784,805.9553029490305
1780.5182659023308,1705.8204813293528
2433.156468013237,2280.743507228666
2605.2137819463674,2560.57176264347
-214.84353198676308,290.2976799344349
2669.461114328148,2753.9140929282657
525.1564680132369,749.0626905916007
1373.522657100651,1615.1284661600657
2582.720981897066,2400.9254439309007
-82.84353198676308,-69.45516188760735
2780.5182659023308,2459.981922369916
3577.156468013237,3495.5693207662835
3033.7958317764196,2795.1645846957836
803.2242494757227,1194.7344806798378
1725.4597731312213,1671.7138984807154
4199.156468013237,4410.669123600067
2806.730926054634,2750.2657769883863
1521.030088881727,1647.428643390669
2031.3100531666669,1753.375055458667
2841.030088881727,2976.683160738744
357.1564680132369,823.8330844376485
2563.156468013237,2794.5579191290963
1913.156468013237,2001.4609077422667
3077.156468013237,3009.418439984186
789.1564680132369,888.9395760145408
3585.156468013237,3445.1860192863833
1833.156468013237,1776.3371944611542
1709.156468013237,1922.4615762717294
2137.156468013237,1863.0052881703555
3215.6045773876813,2843.2769329244966
2469.156468013237,2428.971940447257
3521.156468013237,3510.009534968647
2029.156468013237,2031.236389094038
4185.156468013237,3881.862455887096
3133.156468013237,3376.0295623673283
3977.522657100651,3947.2766664483743
1061.156468013237,931.7343323139226
5005.156468013237,5075.902500062963
3051.156468013237,2857.7567801845244
2729.156468013237,2553.290724096008
1045.156468013237,897.2911238101914
2077.156468013237,2027.8952531909385
3363.6045773876813,2876.3519863900583
2429.0300924726353,1992.119394352849
2149.156468013237,2095.7951797659352
1920.2302213604414,2298.084349426344
1433.2672216685405,1074.9916601013506
4011.6045773876813,3501.5658964950244
1644.9615986780414,2020.604680396677
2957.156468013237,2797.8653900683103
1611.1570775913265,1533.7744892188948
2863.156468013237,2798.30049208315
2137.156468013237,2002.2383679014215
4121.156468013237,4196.039989387733
2145.156468013237,2226.336610884956
1645.156468013237,1735.4233283487304
2361.522657100651,2461.955229831123
1269.030088881727,1413.47962703023
3351.156468013237,3272.4575682152145
2793.156468013237,2762.9094464157906
-1258.843531986763,-903.5386488693496
913.1564680132369,816.4042511126399
3161.2672216685405,2725.428806884438
2883.461114328148,2916.1486181232076
2757.156468013237,2757.938014388352
2457.156468013237,2417.0560955274505
3841.156468013237,3908.0267614241748
2031.156468013237,2264.5337009371797
2109.5057351220853,1924.7711827917535
1389.156468013237,1242.1579842660667
41.15646801323692,693.1565686666361
2833.1570775913265,2557.749747570933
1597.156468013237,2042.1307778251746
1517.156468013237,1506.657358213236
3177.156468013237,3113.2608006441687
961.1564680132369,670.668184947825
2167.6045773876813,1835.5844522892182
2913.156468013237,2771.9047999033146
3707.156468013237,3627.8579876049807
705.1564680132369,651.2565387180232
3761.461114328148,3845.9590016672237
1993.156468013237,1947.5277666822321
1359.156468013237,1308.0072968421846
3593.156468013237,3452.130432178752
1055.3632078545752,881.6100233551664
2721.156468013237,2649.1245482972067
1397.156468013237,1712.2171933167272
1381.156468013237,1590.5360310332392
2681.156468013237,2903.1679964444347
2659.156468013237,2463.967190561166
-138.84353198676308,-223.20674214753785
1293.156468013237,1523.1098597419182
2801.156468013237,2788.8700365807863
2645.156468013237,2581.8681008178073
2957.156468013237,2907.6266933230836
2709.156468013237,2789.0400869889827
2205.522657100651,2310.6890389886357
1541.156468013237,1929.8797444477748
2971.310053166667,2885.821095161259
1581.156468013237,1694.5094622363067
1194.0265928569265,1547.3064993152939
2521.156468013237,2347.1831880875225
2941.156468013237,2877.8512119713123
2689.156468013237,2541.2579395808625
3897.2672216685405,3555.9727928387347
2529.156468013237,2590.732383762247
3059.7178462761735,2861.0525505407377
-1206.843531986763,-865.5842540543213
3834.0265928569265,4035.062321133126
-130.84353198676308,201.9213303706697
1725.156468013237,1692.327777694342
2065.156468013237,2071.15711373394
1105.156468013237,1382.8902895783867
2665.156468013237,2514.310858983402
3113.156468013237,2948.57953930062
1131.3100531666669,720.1426291292096
709.4611143281483,755.5336747965692
1481.4685202776188,1443.156958618531
