predicciones_lr,predicciones_lasso,predicciones boost
1577.156468013237,2213.869050951247,1994.0504114797702
3093.156468013237,2941.5961465431383,2948.841493829703
2225.156468013237,2441.4784802460786,2270.5718256652112
1979.156468013237,1773.720734500626,1831.2471434736485
1917.156468013237,1877.52378869922,1942.9545346018324
3941.156468013237,3873.0371528077694,4041.449317023255
1345.156468013237,1347.4605906421907,1282.9356915719052
3213.156468013237,3038.3771547154147,2880.3331101288977
2041.156468013237,1860.0068370078473,1935.0742364681873
3247.2672216685405,3165.898104898756,3071.9430056421043
-1082.843531986763,-1038.1677774102793,82.71941364564402
3163.1570775913265,3014.428851876737,2677.3935248235803
1377.4611143281481,1494.1897982795272,1472.6557526223833
4042.080755625004,3758.9447480561294,3962.145981974473
1719.8849962385368,2055.1460386638782,1951.5976022653338
-106.84353198676308,-87.91962414633247,504.335664119146
4949.156468013237,5155.283496139204,5791.498477551644
2457.156468013237,2418.9900965272677,2270.5718256652112
3753.156468013237,3687.748724528644,4342.42305451778
553.1564680132369,561.9257009505725,429.0903063760025
2481.304100367386,2263.6021610575,1975.3903155865607
2829.156468013237,2642.6145842271253,2811.302747617421
2953.156468013237,2779.8746830932614,2822.70782220969
1633.156468013237,1848.09099208804,1942.9545346018324
1545.156468013237,1416.3080277845404,1291.5627450074198
3393.156468013237,3323.3532782476277,3681.535549514602
2693.156468013237,2510.364897253541,2354.3958461686857
2471.157077591326,2275.2916688774953,798.1275603991769
1561.156468013237,1559.0522938269037,1551.8704020625544
4759.328349574493,3973.5349024033503,4271.369628431928
565.1564680132369,1048.444062569972,501.36033400233924
1669.156468013237,1534.1561538245983,1532.3695574038566
1732.5182659023308,1617.4831116307,1511.5978664665543
1389.156468013237,1209.2140013435896,1223.7726922125275
1741.156468013237,1836.2282579810922,1687.5341271553484
2177.156468013237,2023.2275260389786,2016.4998697052972
1905.156468013237,1863.044268035468,1942.9545346018324
2041.156468013237,2040.6988468251816,834.848525912218
2701.156468013237,2700.4936870170204,2811.302747617421
-1262.843531986763,-910.522041626831,165.82005540803513
3069.156468013237,3271.4317713213613,3544.63054108254
293.1564680132369,655.1672080954027,509.095511902067
1948.5182659023308,1665.854125784282,1662.7957852577624
-119.48173409766923,36.76664033972031,517.5227600085157
2583.6045773876813,1875.511827969177,1970.497475199956
893.2256589484832,852.6899618927754,818.081589529224
661.1564680132369,772.1948800022858,785.3291798278036
-1062.969911118273,-524.1896000446302,287.22778189270423
4221.156468013237,4074.0421862457315,4324.005318249339
3633.156468013237,3695.7186077185897,3962.145981974473
813.1564680132369,1146.2115611747129,600.6670177869207
-470.9699111182731,-374.86840194720025,501.2409137155579
1996.5182659023308,1671.851028109298,1676.8724420137557
3657.156468013237,3513.007986131155,3901.9231878042397
1829.156468013237,1521.136878876988,1589.0071144462506
3521.156468013237,3775.0606239297185,3985.42435896766
3553.156468013237,3766.346945544502,3296.454047757686
1831.604577387681,1223.6545421422288,1243.2183482896467
1423.5264750398208,807.2394391714768,835.7633220913851
3161.2672216685405,2830.7703931256747,2821.303157101752
2229.156468013237,2320.3671780331465,2007.4985370447087
3081.6045773876813,2305.717933557473,2229.7260062702535
3595.156468013237,3845.176226606841,3550.652540026612
2909.156468013237,2995.6603581462577,2877.8068436206586
2697.156468013237,2647.6249961196772,2811.302747617421
2815.156468013237,2592.705691223453,2699.662505168517
2861.156468013237,2847.7746096682595,2811.302747617421
1925.156468013237,1881.1660455536016,1852.4757775505273
3705.156468013237,3789.2311248167643,3553.1749098007563
3325.522657100651,3302.915508527696,3311.9876046132545
946.5489677418678,1839.6083737493043,1935.0742364681873
3565.156468013237,3648.4988195044443,3387.838518664032
2428.133805338053,2370.916728163667,2122.673879710616
933.1564680132369,793.9614982989978,833.7339670723178
1889.2672216685405,1290.6069581498734,1253.0053011468838
2913.156468013237,2871.8932895114085,2875.284473846514
977.1564680132369,1090.9700797500807,1092.5883459245817
2415.6045773876813,1832.5860011267102,1945.787914571337
2135.156468013237,1920.4499421379624,1882.3430203515863
2503.224249475723,2904.909917262884,2616.1746866453896
2919.156468013237,2727.9928092246582,2412.134180055688
2405.156468013237,2405.575026026206,2270.5718256652112
2381.156468013237,2468.082876102948,2352.8228912094078
4957.156468013237,5164.2788496267285,5791.498477551644
3885.156468013237,3950.4061881539665,4142.735780736553
895.604577387681,344.81085072451947,559.3513820109732
1909.2672216685405,1555.2374026401278,1536.3418013591768
600.1015712016317,993.4612470702082,910.9279475436517
1093.156468013237,928.262125867738,910.9279475436517
891.8405382547097,780.2923585740159,781.237696480595
1535.117265602991,1922.7202421965983,1935.0742364681873
2010.720981897066,1683.3320976105417,1662.84391503063
2517.156468013237,2743.188453813007,2171.2591740635767
3631.156468013237,3720.8574429580913,3387.838518664032
3116.4286895577593,3063.1361650891367,2868.9280355366286
1985.156468013237,2086.6297758702135,1934.1591570832054
2157.156468013237,2581.2632749910463,2811.302747617421
415.1570775913263,687.0467408551892,539.9320597420817
167.15646801323692,545.4411971931104,640.3445343335615
1729.156468013237,2191.3067216111176,878.5309552330951
2401.156468013237,2821.7750396381507,2811.302747617421
3669.156468013237,3634.3283186173976,3866.0741389231725
1885.030088881727,1680.3336464480335,1660.172332866906
1773.156468013237,1480.261992629677,1513.515135523622
2585.156468013237,2445.937177124729,2252.1294259193237
3893.156468013237,3968.94329524169,4359.978896599647
2114.720981897066,1592.5090118981698,1506.1979076037053
3038.0596685605533,2832.56726449691,2811.302747617421
3671.461114328148,3843.6380211604746,3514.7398084870924
1900.0308619668517,1434.5963805495703,1300.3802323637492
3528.9104241099863,3466.9465784975982,4241.361148730763
1923.156468013237,1857.5604274555167,1814.7481084717392
2172.5182659023308,1992.8082389953333,1956.9830615849583
994.5489677418678,1669.365312095579,1676.8724420137557
1367.156468013237,1173.2718938548805,1131.7999823630603
3805.156468013237,3657.2904576198853,3901.9231878042397
2905.522657100651,2882.1398584417648,2781.4552732792645
3369.156468013237,3571.9515390837405,3962.145981974473
2168.5182659023308,1787.6875200155891,1806.1050408082378
1621.156468013237,1704.9650614399727,1881.9659156677703
1929.156468013237,1725.7455159004953,1810.2355633197835
2843.851911839706,2794.6908294121067,2811.302747617421
2865.156468013237,3078.3435102604863,2839.080561198472
2990.0265928569265,3056.3288818253513,2812.449662509944
3119.156468013237,3349.0824817698667,3043.284794197032
-574.8435319867631,-230.21844962116836,221.6575905335783
1945.156468013237,2017.269603579075,1934.1591570832054
1065.156468013237,917.2548116501706,918.0857191850963
615.1564680132369,585.3295930079564,658.2071710108689
1065.156468013237,1071.4345162886084,515.8352317752651
3509.156468013237,3373.262171251301,3797.9723787242624
4093.156468013237,4068.5190392043914,4306.262086419137
-216.39542261231895,-835.0976724294146,197.13598304267435
1473.156468013237,1712.8038740868344,1645.9665227627886
1919.1570775913262,1854.5616496967325,1956.9830615849583
1025.156468013237,1035.5377131087923,920.709171575953
1437.156468013237,1675.874949569384,1645.9665227627886
3343.156468013237,3420.9673499398377,3188.858245876681
2814.0265928569265,3061.3392937179015,2868.9280355366286
2965.156468013237,2764.8827538769956,2825.190430735608
1127.780465681009,646.7195555128724,757.8357903429518
2789.156468013237,2734.1204554964843,2877.8068436206586
3225.156468013237,3601.858090978597,3962.145981974473
1857.156468013237,1807.7819518023773,1693.7304857776967
2281.224249475723,3098.5498933376603,2678.5667895766815
2289.156468013237,2288.7523702837257,2122.673879710616
4232.026592856926,4839.849432294508,5375.208413226845
2469.156468013237,2301.771645231336,2075.3879601903313
1697.156468013237,1646.5732235012888,1562.532087204147
2741.156468013237,2963.059059964372,2839.080561198472
925.0688352981139,886.1077000989287,818.081589529224
-94.84353198676308,-44.520042020189294,493.65463047365307
1307.780465681009,664.7102624879212,769.240864935221
3446.350030152549,3330.160234915138,3346.9733626259867
2879.156468013237,2817.790424639452,2742.7546026683895
3449.156468013237,3636.3402793474406,4676.127937710608
1583.604577387681,929.2486163002031,927.8355424208642
2697.030088881727,2830.466688250196,2877.8068436206586
2949.132477671722,2746.715610811976,2811.302747617421
1545.156468013237,1889.4046678628213,787.0603104099272
3047.6045773876813,2204.3999421800463,1990.0876513295595
1561.156468013237,1404.3532029996204,1308.4401372752611
581.1564680132369,815.9371468690201,822.3288924800486
-1685.2013047861801,557.3960219780304,658.2071710108689
1819.156468013237,1753.7570466606467,1806.1050408082378
1795.156468013237,1628.451772579431,1805.646159627013
1873.4611143281484,1674.37572398813,1674.2489896228992
3224.2901296108134,2594.0284807147364,2895.555186904956
2525.156468013237,2487.9154933998425,2342.385025523495
3873.156468013237,3722.626708450938,3985.42435896766
633.1564680132369,638.743021282869,359.46038464387766
265.1564680132369,278.8839050144527,555.820616204764
3565.156468013237,3785.7978982356917,3553.1749098007563
4125.156468013237,3966.688639274452,3989.211871525377
1761.156468013237,1585.5256191406881,1558.1513221163123
3949.522657100651,4065.0468327582075,4142.382445202981
1613.156468013237,1956.7528794239172,907.0857481289287
2489.156468013237,2372.11830795494,2271.472657149775
3233.156468013237,3285.4375367014363,3379.871052232208
1924.5182659023308,1684.4886384512045,1553.9618706186134
3563.6045773876813,2820.7885492056857,2986.8225725942407
957.1564680132369,1387.8617216058256,1304.8672310437694
-894.8435319867631,-980.8403896342859,98.52780040220864
1697.156468013237,1781.1775559455077,1811.3670543391922
-158.84353198676308,-231.17662533748444,590.0002651489804
837.1564680132369,1294.991709407205,538.6341761326162
2753.156468013237,2710.949286220686,2811.302747617421
1983.8849962385368,2041.8620387059016,1968.4134808119616
1377.156468013237,1504.6843773483056,1472.6557526223833
2901.156468013237,2860.715924885644,2811.302747617421
4135.6339131091645,3917.116045329597,4107.254878047379
1781.156468013237,1997.2669358739831,1942.9545346018324
1308.5182659023308,1007.5585111736968,485.98775743710854
2157.156468013237,2023.2665059040912,1951.5976022653338
2405.522657100651,2370.580102508573,2321.9363204623414
1397.156468013237,1514.8362716764932,1321.2663936264855
1693.156468013237,1770.6829768767293,1814.1677898510402
3057.156468013237,3144.9479266263115,3054.5211792053533
1743.156468013237,1685.3833648019731,1798.2247426745928
1973.156468013237,1932.4434201917193,1942.9545346018324
773.1564680132369,847.3429243451304,829.4866641214932
3067.2672216685405,2990.7225910827046,2592.615957378359
-206.84353198676308,-155.26783570742816,542.6802170540212
2621.156468013237,2576.2138832333826,2811.302747617421
3233.156468013237,2922.5799692705123,2822.70782220969
1037.156468013237,995.7414079719186,941.8145182907183
2713.156468013237,2911.0988997692684,2811.302747617421
1241.156468013237,1469.7284336957857,1475.4564881342312
157.15646801323692,633.6653148090563,455.9656762169012
3037.156468013237,3124.8726140922217,2932.9097617657217
2675.156468013237,2601.701044710978,2687.6516845233264
865.1564680132369,949.7250392889714,910.9279475436517
2817.156468013237,2740.421389293255,2687.6516845233264
1965.156468013237,1788.199928568102,1828.2444466070335
17.156468013236918,-105.35861610747963,508.4661866306916
3453.156468013237,3397.419830959563,3446.3751482354455
747.2242494757227,781.0201830816126,815.8337694205334
1889.156468013237,1737.7323429141957,641.0378482593354
4003.156468013237,4245.436473838892,4934.969904468273
1821.156468013237,1645.9294178094146,1656.6475564082816
1963.030088881727,2132.3229938287077,1337.626640202836
1237.156468013237,1080.988235830091,1095.3890814364297
2169.156468013237,1891.4515943490703,1979.5017118595124
2438.9730718652354,2248.6488851100717,1994.0504114797702
3549.156468013237,3695.1672193009636,3667.267454608303
3481.156468013237,3757.108896819782,3889.352515916359
1261.156468013237,1354.1402785241935,1266.786864044064
3617.156468013237,3809.0300771497723,3697.408737079543
1255.3440168272934,1106.7337366362788,1102.81049838885
1515.156468013237,1331.4821709934608,1359.8473796169258
2721.156468013237,2577.200373665848,2781.4552732792645
865.1564680132369,1195.1342903421958,531.2078083404958
1976.836284579979,1922.2854667780346,1968.096637267243
2919.156468013237,2694.5360911533926,2687.6516845233264
4697.156468013237,4769.463789705793,5670.745328806122
-814.8435319867631,-343.01718390356245,258.7721934836257
1697.5405315971639,1533.9410644657905,1482.8779050866515
3063.1570775913265,3189.6040390965136,2801.044587917675
3073.6045773876813,2424.039814881207,2851.766434907877
1769.156468013237,1886.9539176053079,1932.2735009563394
3080.5182659023308,2840.409552305073,2877.8068436206586
765.1564680132369,868.5411127559978,836.1653229452077
1617.156468013237,1560.0780907207575,1519.798062614687
2865.156468013237,2661.0793730821265,2687.6516845233264
2027.2256377234994,1832.8836469166913,1822.0480879846853
2809.156468013237,2645.574055524521,2822.70782220969
3941.156468013237,3738.092719547155,3985.42435896766
3839.156468013237,4282.404378221455,4776.477964053732
2155.156468013237,2097.5984368189443,1968.3859407348941
935.604577387681,698.0150752076438,591.0450642679905
-175.48173409766923,119.14608757846963,475.4982109594543
2877.156468013237,2855.705512993093,2781.4552732792645
1973.156468013237,1990.3225229816142,1922.715353907856
2541.156468013237,2739.90832754819,2811.302747617421
1725.156468013237,1594.9947279118892,1517.6029821959746
1900.0265928569265,2379.857131098406,1571.8972418826615
1721.156468013237,1416.8597427984419,1308.4401372752611
3505.461114328148,3533.654459528121,4507.042148704971
1709.156468013237,1693.5229718038415,1522.5636687453248
2618.0393247387174,2412.8170847085557,2296.614759815185
1837.156468013237,1844.067070627954,1949.1027634513132
961.030088881727,1119.0347213230916,941.8145182907183
2349.156468013237,2179.9389041925806,2198.2852573682467
4149.310053166667,4199.55117569903,4296.401692620572
1017.1564680132369,1024.5237478511685,515.8352317752651
1605.156468013237,1472.7658647234066,1516.1385879144784
437.1564680132369,674.6531265427983,764.2238331130383
3863.7575162578905,3943.5503907782695,4107.254878047379
1629.156468013237,1638.9070451868206,1662.7957852577624
3997.156468013237,3957.863336195125,4142.735780736553
1631.156468013237,1572.0718953707901,1519.798062614687
2742.946310582471,2555.5613507509192,2342.385025523495
-1466.969911118273,-898.5282369767983,166.58460358706017
-1166.843531986763,-1086.5777714289734,82.71941364564402
833.1564680132369,913.2698700551972,906.6806445928271
3283.1570775913265,3045.3605474728956,2839.080561198472
3081.156468013237,3150.8332042572174,2867.5486839209125
-466.8435319867631,-414.3220223434828,436.802527907387
1913.156468013237,2367.507705724747,909.1778317598717
3257.156468013237,3457.101864206191,3813.5738577316883
1367.156468013237,1317.5543653436102,1352.4259626645055
3375.6045773876813,2902.8589766677287,2658.4038961268066
3773.461114328148,3826.126384370329,3972.7025785359665
3549.156468013237,3551.9488713786495,3901.9231878042397
1945.156468013237,1804.1007150828827,1982.125164250369
3557.156468013237,3537.165645839418,4264.488417180135
2641.156468013237,2719.944639708211,2781.4552732792645
3685.156468013237,3889.871318942155,3928.9890773551433
1353.156468013237,1333.9675604109038,1219.022901029156
2383.156468013237,2313.726796612532,2218.7339624294004
4731.604577387681,3948.7758920296274,4216.467103715509
2585.156468013237,2786.8580758507424,2811.302747617421
1608.1327356965792,1427.1782123735252,1282.9584059269985
665.1564680132369,1022.4444925398639,600.6670177869207
3167.461114328148,3354.5666489460946,3043.284794197032
2169.156468013237,1887.5056326192093,1943.6785755486087
3729.156468013237,3946.4549115228792,4359.978896599647
2861.156468013237,2948.2368545600284,2877.8068436206586
2486.388228074014,2441.815105901172,2270.5718256652112
1861.156468013237,2248.351239320091,2122.673879710616
1029.156468013237,1338.8650468170242,637.9408599171971
1491.94247827666,1446.0774500508142,1290.8387040606435
3361.156468013237,3556.9592832711996,3962.145981974473
1021.1564680132369,736.0823955091029,777.4087674787464
3207.461114328148,3087.339190344286,3201.7544633348457
-302.8435319867631,179.03715109840755,453.86931717795994
1981.156468013237,1811.1620675705894,1932.2735009563394
3109.156468013237,3211.3486276200547,3060.2643581979355
2737.156468013237,3358.3088953038714,3483.6406539397453
3455.156468013237,3271.9838129315385,4382.949025811825
3877.156468013237,3857.9138264521443,3989.211871525377
-774.8435319867631,-739.7379301081678,221.25937982103525
2283.310053166667,1748.2725528881433,1716.6326067883085
2877.156468013237,2823.918070911278,2877.8068436206586
2261.156468013237,2467.4390704110738,2270.5718256652112
-126.84353198676308,-115.34046002746948,542.2360642045671
4041.156468013237,3721.127482869684,3872.8535651337043
2221.156468013237,2427.985450014792,2270.5718256652112
1817.156468013237,1694.8454959368414,1121.173138922132
1561.156468013237,1803.6269597992064,1932.2735009563394
713.1564680132369,658.200951610392,701.247422681846
737.1564680132369,724.6403058729718,771.0155440163269
1557.156468013237,2070.3473247497286,1973.8411053488992
4545.157077591326,4702.628313293485,5562.153021019708
4811.156468013237,5025.006790030549,5768.220100558458
2785.156468013237,2621.1906506710047,2822.70782220969
1909.2242494757227,2338.9432649859823,1613.270428961568
1189.156468013237,1193.7413392073158,644.1346743431144
3109.156468013237,2799.799391068128,2822.70782220969
1175.1570775913262,1334.5192754248053,1221.823636541004
3005.156468013237,2856.7309832906703,2811.302747617421
1907.1570775913262,1560.116743989594,1576.4426737828185
1789.156468013237,1818.6192156117472,1932.2735009563394
1837.156468013237,1831.080124505399,811.5701489190316
2790.0265928569265,3030.3682916603557,2868.9280355366286
1683.1570775913265,1827.575589234159,1942.9545346018324
3851.6045773876813,3351.4565730894756,3561.3579597488274
2228.5182659023308,2052.1865673664824,1934.1591570832054
3369.522657100651,3507.5627988200404,3962.145981974473
2573.156468013237,2555.9075106528117,2298.936026638133
1053.156468013237,940.72303476139,485.98775743710854
1561.156468013237,1517.2830078250997,1313.8449766740653
-602.5388856718516,-433.7729750346732,436.802527907387
4658.720981897066,4080.1311792487195,4517.538996756909
4957.156468013237,5162.2668888966855,5791.498477551644
2541.156468013237,2345.1715539537554,2144.7040573439003
1125.156468013237,1451.6637810994187,652.5482788468443
4053.156468013237,3871.367876818317,3992.1295591607263
3666.0265928569265,4123.057006091186,3974.2056870109686
1153.156468013237,1016.0477805524893,926.9055301983011
1803.6383420543161,1754.015385989239,1656.6475564082816
677.522657100651,829.936261209039,273.8126008677405
